edge index,traverse frequency,avg traverse time(s),geometry,points sequence
7152,10,,"LINESTRING (-8.6617151 41.1749554, -8.6619035 41.1749598, -8.6620641 41.1750396)","[[-8.6617151, 41.1749554], [-8.6619035, 41.1749598], [-8.6620641, 41.1750396]]"
7884,6,,"LINESTRING (-8.663689 41.1763347, -8.6636949 41.1764719)","[[-8.663689, 41.1763347], [-8.6636949, 41.1764719]]"
4786,6,,"LINESTRING (-8.6636949 41.1764719, -8.6639869 41.1765308, -8.6642273 41.1765881, -8.6642518 41.1766308, -8.664261 41.1766932)","[[-8.6636949, 41.1764719], [-8.6639869, 41.1765308], [-8.6642273, 41.1765881], [-8.6642518, 41.1766308], [-8.664261, 41.1766932]]"
9347,9,15.0,"LINESTRING (-8.664261 41.1766932, -8.6642351 41.1767204, -8.6641275 41.1768335, -8.6640904 41.176872, -8.6637448 41.1772319, -8.6636816 41.1772977, -8.6634626 41.1775206, -8.6631888 41.1778055, -8.6631585 41.1778387, -8.6630656 41.1779349)","[[-8.664261, 41.1766932], [-8.6642351, 41.1767204], [-8.6641275, 41.1768335], [-8.6640904, 41.176872], [-8.6637448, 41.1772319], [-8.6636816, 41.1772977], [-8.6634626, 41.1775206], [-8.6631888, 41.1778055], [-8.6631585, 41.1778387], [-8.6630656, 41.1779349]]"
6806,21,,"LINESTRING (-8.6630656 41.1779349, -8.6631585 41.1778387, -8.6631888 41.1778055, -8.6634626 41.1775206, -8.6636816 41.1772977, -8.6637448 41.1772319, -8.6640904 41.176872, -8.6641275 41.1768335, -8.6642351 41.1767204, -8.664261 41.1766932)","[[-8.6630656, 41.1779349], [-8.6631585, 41.1778387], [-8.6631888, 41.1778055], [-8.6634626, 41.1775206], [-8.6636816, 41.1772977], [-8.6637448, 41.1772319], [-8.6640904, 41.176872], [-8.6641275, 41.1768335], [-8.6642351, 41.1767204], [-8.664261, 41.1766932]]"
9346,19,,"LINESTRING (-8.664261 41.1766932, -8.6644727 41.1764897)","[[-8.664261, 41.1766932], [-8.6644727, 41.1764897]]"
305,13,19.09090909090909,"LINESTRING (-8.6371713 41.1645081, -8.6373026 41.1645772, -8.6375056 41.1646273, -8.6377953 41.1646723, -8.6381673 41.1647252, -8.6383593 41.1647428, -8.6384928 41.164764, -8.6385759 41.1647837, -8.6386474 41.1648048, -8.6387644 41.1648508, -8.6388419 41.1648884, -8.6388944 41.1649271, -8.6389643 41.1650017, -8.6389866 41.1650352)","[[-8.6371713, 41.1645081], [-8.6373026, 41.1645772], [-8.6375056, 41.1646273], [-8.6377953, 41.1646723], [-8.6381673, 41.1647252], [-8.6383593, 41.1647428], [-8.6384928, 41.164764], [-8.6385759, 41.1647837], [-8.6386474, 41.1648048], [-8.6387644, 41.1648508], [-8.6388419, 41.1648884], [-8.6388944, 41.1649271], [-8.6389643, 41.1650017], [-8.6389866, 41.1650352]]"
8922,13,15.0,"LINESTRING (-8.6389866 41.1650352, -8.6390889 41.165176)","[[-8.6389866, 41.1650352], [-8.6390889, 41.165176]]"
307,11,15.0,"LINESTRING (-8.6395478 41.1653756, -8.6396374 41.1653661, -8.6397205 41.165345, -8.6397231 41.1653443, -8.6398021 41.1653111, -8.6398716 41.1652675, -8.6399292 41.165215, -8.6399731 41.1651554)","[[-8.6395478, 41.1653756], [-8.6396374, 41.1653661], [-8.6397205, 41.165345], [-8.6397231, 41.1653443], [-8.6398021, 41.1653111], [-8.6398716, 41.1652675], [-8.6399292, 41.165215], [-8.6399731, 41.1651554]]"
8738,7,15.0,"LINESTRING (-8.5982372 41.1484254, -8.5982353 41.1483589, -8.5982029 41.1482899, -8.5980106 41.1479067, -8.5979585 41.1478065)","[[-8.5982372, 41.1484254], [-8.5982353, 41.1483589], [-8.5982029, 41.1482899], [-8.5980106, 41.1479067], [-8.5979585, 41.1478065]]"
6990,7,15.0,"LINESTRING (-8.5979585 41.1478065, -8.5979365 41.1477584, -8.597607 41.146708)","[[-8.5979585, 41.1478065], [-8.5979365, 41.1477584], [-8.597607, 41.146708]]"
965,5,33.75,"LINESTRING (-8.597607 41.146708, -8.5973603 41.145966)","[[-8.597607, 41.146708], [-8.5973603, 41.145966]]"
3245,6,15.0,"LINESTRING (-8.6115648 41.1665059, -8.6116372 41.1664937, -8.6121345 41.1664232, -8.6122183 41.1664113)","[[-8.6115648, 41.1665059], [-8.6116372, 41.1664937], [-8.6121345, 41.1664232], [-8.6122183, 41.1664113]]"
3252,6,15.0,"LINESTRING (-8.6122183 41.1664113, -8.6122786 41.1664189)","[[-8.6122183, 41.1664113], [-8.6122786, 41.1664189]]"
10044,6,15.0,"LINESTRING (-8.6122786 41.1664189, -8.6131061 41.1665877, -8.6131726 41.1666015)","[[-8.6122786, 41.1664189], [-8.6131061, 41.1665877], [-8.6131726, 41.1666015]]"
3262,1,,"LINESTRING (-8.6131726 41.1666015, -8.6131379 41.1667196, -8.6131089 41.1668189, -8.6130947 41.1669383, -8.6131548 41.1671465)","[[-8.6131726, 41.1666015], [-8.6131379, 41.1667196], [-8.6131089, 41.1668189], [-8.6130947, 41.1669383], [-8.6131548, 41.1671465]]"
3259,1,,"LINESTRING (-8.6131548 41.1671465, -8.6132002 41.1670341)","[[-8.6131548, 41.1671465], [-8.6132002, 41.1670341]]"
3685,1,30.0,"LINESTRING (-8.6638144 41.1491291, -8.6643791 41.1492075, -8.6651244 41.1493039)","[[-8.6638144, 41.1491291], [-8.6643791, 41.1492075], [-8.6651244, 41.1493039]]"
3682,1,30.0,"LINESTRING (-8.6651244 41.1493039, -8.6655179 41.1495807, -8.6657813 41.1497659, -8.6658061 41.1498007, -8.6658146 41.149838, -8.6657437 41.14997, -8.665564 41.1503047, -8.6655356 41.1503587, -8.6655127 41.1503826, -8.6654804 41.1503995)","[[-8.6651244, 41.1493039], [-8.6655179, 41.1495807], [-8.6657813, 41.1497659], [-8.6658061, 41.1498007], [-8.6658146, 41.149838], [-8.6657437, 41.14997], [-8.665564, 41.1503047], [-8.6655356, 41.1503587], [-8.6655127, 41.1503826], [-8.6654804, 41.1503995]]"
3649,1,15.0,"LINESTRING (-8.6654804 41.1503995, -8.6654366 41.1504034, -8.6653904 41.150402, -8.6651891 41.1503876, -8.6651533 41.1503851, -8.6648969 41.1503669, -8.6642555 41.1503214, -8.664192 41.1503169)","[[-8.6654804, 41.1503995], [-8.6654366, 41.1504034], [-8.6653904, 41.150402], [-8.6651891, 41.1503876], [-8.6651533, 41.1503851], [-8.6648969, 41.1503669], [-8.6642555, 41.1503214], [-8.664192, 41.1503169]]"
5000,1,15.0,"LINESTRING (-8.664192 41.1503169, -8.6639823 41.1503008, -8.6638586 41.1502735, -8.6637442 41.1502364, -8.6636362 41.1501892, -8.6635524 41.1501404, -8.663534 41.1501297, -8.6632459 41.1499532, -8.6631814 41.1499148, -8.6631123 41.1498781, -8.6630178 41.1498473, -8.6629279 41.1498288)","[[-8.664192, 41.1503169], [-8.6639823, 41.1503008], [-8.6638586, 41.1502735], [-8.6637442, 41.1502364], [-8.6636362, 41.1501892], [-8.6635524, 41.1501404], [-8.663534, 41.1501297], [-8.6632459, 41.1499532], [-8.6631814, 41.1499148], [-8.6631123, 41.1498781], [-8.6630178, 41.1498473], [-8.6629279, 41.1498288]]"
4991,1,15.0,"LINESTRING (-8.6629279 41.1498288, -8.6628282 41.1498206, -8.662761 41.1498252, -8.6626938 41.1498377, -8.6625824 41.1498834, -8.662532 41.1499123, -8.6624763 41.1499438, -8.6623855 41.1500222)","[[-8.6629279, 41.1498288], [-8.6628282, 41.1498206], [-8.662761, 41.1498252], [-8.6626938, 41.1498377], [-8.6625824, 41.1498834], [-8.662532, 41.1499123], [-8.6624763, 41.1499438], [-8.6623855, 41.1500222]]"
3647,1,15.0,"LINESTRING (-8.6623855 41.1500222, -8.6623747 41.1501262, -8.6623635 41.1501805)","[[-8.6623855, 41.1500222], [-8.6623747, 41.1501262], [-8.6623635, 41.1501805]]"
3644,1,15.0,"LINESTRING (-8.6623635 41.1501805, -8.662301 41.1503047, -8.66227 41.1503564, -8.6621964 41.150416)","[[-8.6623635, 41.1501805], [-8.662301, 41.1503047], [-8.66227, 41.1503564], [-8.6621964, 41.150416]]"
7053,4,15.0,"LINESTRING (-8.6092565 41.1551759, -8.6098711 41.1551949, -8.6100477 41.1551976)","[[-8.6092565, 41.1551759], [-8.6098711, 41.1551949], [-8.6100477, 41.1551976]]"
739,1,,"LINESTRING (-8.6118764 41.1566275, -8.6125098 41.156639)","[[-8.6118764, 41.1566275], [-8.6125098, 41.156639]]"
10523,2,15.0,"LINESTRING (-8.6489049 41.1671945, -8.6490907 41.1672518, -8.6492093 41.167275, -8.6492825 41.1672819, -8.6493449 41.1672843, -8.6493919 41.1672802, -8.6494388 41.1672692, -8.6494766 41.1672518, -8.6495082 41.1672297, -8.6495529 41.1671789)","[[-8.6489049, 41.1671945], [-8.6490907, 41.1672518], [-8.6492093, 41.167275], [-8.6492825, 41.1672819], [-8.6493449, 41.1672843], [-8.6493919, 41.1672802], [-8.6494388, 41.1672692], [-8.6494766, 41.1672518], [-8.6495082, 41.1672297], [-8.6495529, 41.1671789]]"
312,3,15.0,"LINESTRING (-8.6400928 41.1660439, -8.640068 41.1660521, -8.6400339 41.1660602, -8.6399974 41.1660642, -8.6399632 41.1660629, -8.6392351 41.1660133, -8.6391397 41.1660068)","[[-8.6400928, 41.1660439], [-8.640068, 41.1660521], [-8.6400339, 41.1660602], [-8.6399974, 41.1660642], [-8.6399632, 41.1660629], [-8.6392351, 41.1660133], [-8.6391397, 41.1660068]]"
4877,3,15.0,"LINESTRING (-8.6391397 41.1660068, -8.6390345 41.1660024)","[[-8.6391397, 41.1660068], [-8.6390345, 41.1660024]]"
1758,1,15.0,"LINESTRING (-8.6361606 41.168819, -8.635543 41.1691518, -8.6351884 41.1694372, -8.6348823 41.1696992, -8.6348098 41.1697384)","[[-8.6361606, 41.168819], [-8.635543, 41.1691518], [-8.6351884, 41.1694372], [-8.6348823, 41.1696992], [-8.6348098, 41.1697384]]"
7843,1,15.0,"LINESTRING (-8.6348098 41.1697384, -8.6346843 41.1697745, -8.6344278 41.1697791, -8.6342564 41.1697534)","[[-8.6348098, 41.1697384], [-8.6346843, 41.1697745], [-8.6344278, 41.1697791], [-8.6342564, 41.1697534]]"
7728,1,15.0,"LINESTRING (-8.6342564 41.1697534, -8.6327483 41.1695732)","[[-8.6342564, 41.1697534], [-8.6327483, 41.1695732]]"
1754,1,,"LINESTRING (-8.6327483 41.1695732, -8.6324603 41.1695362, -8.6323345 41.1695236, -8.6321087 41.1695208)","[[-8.6327483, 41.1695732], [-8.6324603, 41.1695362], [-8.6323345, 41.1695236], [-8.6321087, 41.1695208]]"
1750,1,,"LINESTRING (-8.6321087 41.1695208, -8.6320959 41.1695845, -8.6321055 41.169697, -8.6321147 41.1698041)","[[-8.6321087, 41.1695208], [-8.6320959, 41.1695845], [-8.6321055, 41.169697], [-8.6321147, 41.1698041]]"
5222,1,,"LINESTRING (-8.6321147 41.1698041, -8.6320644 41.1698675, -8.6320326 41.1699076, -8.631996 41.1699596, -8.6319363 41.1700615, -8.6319049 41.17012, -8.6318633 41.1701639, -8.6317933 41.170223, -8.6316784 41.1702948, -8.631591 41.1703261, -8.63147 41.1703461, -8.6313927 41.170345, -8.6313449 41.1703378, -8.6312999 41.1703177, -8.6311266 41.1699844)","[[-8.6321147, 41.1698041], [-8.6320644, 41.1698675], [-8.6320326, 41.1699076], [-8.631996, 41.1699596], [-8.6319363, 41.1700615], [-8.6319049, 41.17012], [-8.6318633, 41.1701639], [-8.6317933, 41.170223], [-8.6316784, 41.1702948], [-8.631591, 41.1703261], [-8.63147, 41.1703461], [-8.6313927, 41.170345], [-8.6313449, 41.1703378], [-8.6312999, 41.1703177], [-8.6311266, 41.1699844]]"
5219,1,,"LINESTRING (-8.6311266 41.1699844, -8.6310129 41.1700209, -8.6308833 41.1700551, -8.630632 41.1695591)","[[-8.6311266, 41.1699844], [-8.6310129, 41.1700209], [-8.6308833, 41.1700551], [-8.630632, 41.1695591]]"
5225,1,,"LINESTRING (-8.630632 41.1695591, -8.6305458 41.1693818)","[[-8.630632, 41.1695591], [-8.6305458, 41.1693818]]"
8484,8,37.5,"LINESTRING (-8.6280124 41.1584204, -8.6272472 41.1587624, -8.6267356 41.1589808, -8.624661 41.1598804)","[[-8.6280124, 41.1584204], [-8.6272472, 41.1587624], [-8.6267356, 41.1589808], [-8.624661, 41.1598804]]"
5150,2,22.5,"LINESTRING (-8.6229915 41.1560784, -8.6230179 41.1559828, -8.6230281 41.1559377, -8.623045 41.1558109)","[[-8.6229915, 41.1560784], [-8.6230179, 41.1559828], [-8.6230281, 41.1559377], [-8.623045, 41.1558109]]"
6835,4,,"LINESTRING (-8.5727026 41.1692068, -8.5731608 41.1690065, -8.5733411 41.1689117, -8.5735124 41.168806, -8.5736678 41.1686723)","[[-8.5727026, 41.1692068], [-8.5731608, 41.1690065], [-8.5733411, 41.1689117], [-8.5735124, 41.168806], [-8.5736678, 41.1686723]]"
6411,4,30.0,"LINESTRING (-8.5736678 41.1686723, -8.5748594 41.167738, -8.575063 41.1676098, -8.5751829 41.1675439, -8.5753063 41.1674847, -8.5756714 41.1673252, -8.5760329 41.1671684, -8.5764004 41.1669584, -8.5765367 41.1668598, -8.5766731 41.1667452, -8.5767968 41.1666165)","[[-8.5736678, 41.1686723], [-8.5748594, 41.167738], [-8.575063, 41.1676098], [-8.5751829, 41.1675439], [-8.5753063, 41.1674847], [-8.5756714, 41.1673252], [-8.5760329, 41.1671684], [-8.5764004, 41.1669584], [-8.5765367, 41.1668598], [-8.5766731, 41.1667452], [-8.5767968, 41.1666165]]"
2226,4,15.0,"LINESTRING (-8.5767968 41.1666165, -8.5768823 41.1665282)","[[-8.5767968, 41.1666165], [-8.5768823, 41.1665282]]"
2222,4,15.0,"LINESTRING (-8.5768823 41.1665282, -8.5769934 41.1664588, -8.5771328 41.1663191, -8.5771931 41.1662509, -8.5772538 41.1661503, -8.5773112 41.1660542, -8.5773576 41.1659771, -8.5773887 41.1659343, -8.577425 41.1658945, -8.5775734 41.1657813)","[[-8.5768823, 41.1665282], [-8.5769934, 41.1664588], [-8.5771328, 41.1663191], [-8.5771931, 41.1662509], [-8.5772538, 41.1661503], [-8.5773112, 41.1660542], [-8.5773576, 41.1659771], [-8.5773887, 41.1659343], [-8.577425, 41.1658945], [-8.5775734, 41.1657813]]"
11054,4,15.0,"LINESTRING (-8.5776159 41.1657672, -8.5777326 41.1658033, -8.5778387 41.1658372, -8.5779205 41.1658486)","[[-8.5776159, 41.1657672], [-8.5777326, 41.1658033], [-8.5778387, 41.1658372], [-8.5779205, 41.1658486]]"
5152,4,15.0,"LINESTRING (-8.5779205 41.1658486, -8.5782005 41.1660416, -8.5782262 41.166059, -8.5782566 41.1660787, -8.5783313 41.1661277)","[[-8.5779205, 41.1658486], [-8.5782005, 41.1660416], [-8.5782262, 41.166059], [-8.5782566, 41.1660787], [-8.5783313, 41.1661277]]"
4837,2,15.0,"LINESTRING (-8.5783313 41.1661277, -8.5778307 41.1665565)","[[-8.5783313, 41.1661277], [-8.5778307, 41.1665565]]"
6279,2,15.0,"LINESTRING (-8.5778307 41.1665565, -8.5775246 41.166856, -8.5769697 41.1673876, -8.5769298 41.1674335, -8.5768954 41.1675158, -8.5769097 41.1675973, -8.5769253 41.1676338, -8.5769445 41.1676677, -8.577026 41.1677224, -8.5773375 41.1679129, -8.57743 41.1679287, -8.5776003 41.167905, -8.5781489 41.1678135)","[[-8.5778307, 41.1665565], [-8.5775246, 41.166856], [-8.5769697, 41.1673876], [-8.5769298, 41.1674335], [-8.5768954, 41.1675158], [-8.5769097, 41.1675973], [-8.5769253, 41.1676338], [-8.5769445, 41.1676677], [-8.577026, 41.1677224], [-8.5773375, 41.1679129], [-8.57743, 41.1679287], [-8.5776003, 41.167905], [-8.5781489, 41.1678135]]"
11060,2,15.0,"LINESTRING (-8.5781489 41.1678135, -8.5782518 41.1677963)","[[-8.5781489, 41.1678135], [-8.5782518, 41.1677963]]"
6364,2,15.0,"LINESTRING (-8.5782518 41.1677963, -8.5782721 41.1678231, -8.5782897 41.1680824, -8.5783789 41.1682424, -8.5784846 41.1682886)","[[-8.5782518, 41.1677963], [-8.5782721, 41.1678231], [-8.5782897, 41.1680824], [-8.5783789, 41.1682424], [-8.5784846, 41.1682886]]"
6402,2,15.0,"LINESTRING (-8.5784846 41.1682886, -8.5785171 41.1683028, -8.5786657 41.1683319, -8.5787962 41.1683647, -8.5789321 41.1684186, -8.5790041 41.1684374)","[[-8.5784846, 41.1682886], [-8.5785171, 41.1683028], [-8.5786657, 41.1683319], [-8.5787962, 41.1683647], [-8.5789321, 41.1684186], [-8.5790041, 41.1684374]]"
6408,2,15.0,"LINESTRING (-8.5790041 41.1684374, -8.5789821 41.168484, -8.5789513 41.1685639, -8.5788679 41.1687872, -8.5788132 41.1689217, -8.5787798 41.1689989, -8.5786713 41.1692469, -8.5786551 41.1692676, -8.5786177 41.1692964)","[[-8.5790041, 41.1684374], [-8.5789821, 41.168484], [-8.5789513, 41.1685639], [-8.5788679, 41.1687872], [-8.5788132, 41.1689217], [-8.5787798, 41.1689989], [-8.5786713, 41.1692469], [-8.5786551, 41.1692676], [-8.5786177, 41.1692964]]"
8569,2,15.0,"LINESTRING (-8.5786177 41.1692964, -8.5785121 41.1692906, -8.5783188 41.1692976, -8.5780886 41.1693231)","[[-8.5786177, 41.1692964], [-8.5785121, 41.1692906], [-8.5783188, 41.1692976], [-8.5780886, 41.1693231]]"
6837,2,15.0,"LINESTRING (-8.5780886 41.1693231, -8.5778758 41.1693351, -8.5777518 41.1693028, -8.5776622 41.1692715)","[[-8.5780886, 41.1693231], [-8.5778758, 41.1693351], [-8.5777518, 41.1693028], [-8.5776622, 41.1692715]]"
6836,2,15.0,"LINESTRING (-8.5776622 41.1692715, -8.577619 41.1692213, -8.5775532 41.1691872, -8.5774767 41.1691748, -8.5774526 41.169178, -8.5774121 41.1691835, -8.5773971 41.1691857, -8.5773303 41.1692184, -8.5772854 41.1692677, -8.5772832 41.1693261, -8.5773202 41.1694738)","[[-8.5776622, 41.1692715], [-8.577619, 41.1692213], [-8.5775532, 41.1691872], [-8.5774767, 41.1691748], [-8.5774526, 41.169178], [-8.5774121, 41.1691835], [-8.5773971, 41.1691857], [-8.5773303, 41.1692184], [-8.5772854, 41.1692677], [-8.5772832, 41.1693261], [-8.5773202, 41.1694738]]"
6845,2,15.0,"LINESTRING (-8.5773202 41.1694738, -8.577371 41.1696013, -8.5774023 41.1696485)","[[-8.5773202, 41.1694738], [-8.577371, 41.1696013], [-8.5774023, 41.1696485]]"
6852,2,15.0,"LINESTRING (-8.5774023 41.1696485, -8.5774427 41.1697237, -8.577492 41.1698731, -8.5774593 41.1700557, -8.5774044 41.1702, -8.5773567 41.1702999, -8.5771631 41.1706325, -8.5769487 41.170892, -8.5768989 41.1709512, -8.5767326 41.1711491, -8.5765102 41.1713728, -8.5754 41.1723322, -8.5740811 41.1734619, -8.5738952 41.1735875, -8.5736299 41.1737286, -8.5735576 41.1737769)","[[-8.5774023, 41.1696485], [-8.5774427, 41.1697237], [-8.577492, 41.1698731], [-8.5774593, 41.1700557], [-8.5774044, 41.1702], [-8.5773567, 41.1702999], [-8.5771631, 41.1706325], [-8.5769487, 41.170892], [-8.5768989, 41.1709512], [-8.5767326, 41.1711491], [-8.5765102, 41.1713728], [-8.5754, 41.1723322], [-8.5740811, 41.1734619], [-8.5738952, 41.1735875], [-8.5736299, 41.1737286], [-8.5735576, 41.1737769]]"
6872,3,15.0,"LINESTRING (-8.5735576 41.1737769, -8.5734503 41.1738088, -8.5732936 41.1738854, -8.5732169 41.1739362, -8.5731617 41.1739871, -8.5730919 41.1740724, -8.5730535 41.1741575)","[[-8.5735576, 41.1737769], [-8.5734503, 41.1738088], [-8.5732936, 41.1738854], [-8.5732169, 41.1739362], [-8.5731617, 41.1739871], [-8.5730919, 41.1740724], [-8.5730535, 41.1741575]]"
6882,3,15.0,"LINESTRING (-8.5730535 41.1741575, -8.572942 41.1742428, -8.5728642 41.1743528)","[[-8.5730535, 41.1741575], [-8.572942, 41.1742428], [-8.5728642, 41.1743528]]"
6891,3,15.0,"LINESTRING (-8.5728642 41.1743528, -8.5728022 41.1744114, -8.572726 41.1744724, -8.57244 41.1745895, -8.5723129 41.1745895, -8.5722192 41.1745453, -8.5721684 41.174452)","[[-8.5728642, 41.1743528], [-8.5728022, 41.1744114], [-8.572726, 41.1744724], [-8.57244, 41.1745895], [-8.5723129, 41.1745895], [-8.5722192, 41.1745453], [-8.5721684, 41.174452]]"
6898,3,15.0,"LINESTRING (-8.5721684 41.174452, -8.5722542 41.1744305, -8.5725147 41.1743612, -8.5727069 41.1742583, -8.572842 41.1741292, -8.5729738 41.1739426, -8.5730263 41.1738793, -8.573095 41.1738159, -8.5731517 41.1737742, -8.5732299 41.1737325, -8.5734566 41.1736368, -8.5736517 41.1735498, -8.5738146 41.1734546, -8.5738905 41.1733686, -8.5738952 41.1732837, -8.5738539 41.1732036)","[[-8.5721684, 41.174452], [-8.5722542, 41.1744305], [-8.5725147, 41.1743612], [-8.5727069, 41.1742583], [-8.572842, 41.1741292], [-8.5729738, 41.1739426], [-8.5730263, 41.1738793], [-8.573095, 41.1738159], [-8.5731517, 41.1737742], [-8.5732299, 41.1737325], [-8.5734566, 41.1736368], [-8.5736517, 41.1735498], [-8.5738146, 41.1734546], [-8.5738905, 41.1733686], [-8.5738952, 41.1732837], [-8.5738539, 41.1732036]]"
10513,3,15.0,"LINESTRING (-8.5738539 41.1732036, -8.5738952 41.1732837, -8.5738905 41.1733686, -8.5738146 41.1734546, -8.5736517 41.1735498, -8.5734566 41.1736368, -8.5732299 41.1737325, -8.5731517 41.1737742, -8.573095 41.1738159, -8.5730263 41.1738793, -8.5729738 41.1739426, -8.572842 41.1741292, -8.5727069 41.1742583, -8.5725147 41.1743612, -8.5722542 41.1744305, -8.5721684 41.174452)","[[-8.5738539, 41.1732036], [-8.5738952, 41.1732837], [-8.5738905, 41.1733686], [-8.5738146, 41.1734546], [-8.5736517, 41.1735498], [-8.5734566, 41.1736368], [-8.5732299, 41.1737325], [-8.5731517, 41.1737742], [-8.573095, 41.1738159], [-8.5730263, 41.1738793], [-8.5729738, 41.1739426], [-8.572842, 41.1741292], [-8.5727069, 41.1742583], [-8.5725147, 41.1743612], [-8.5722542, 41.1744305], [-8.5721684, 41.174452]]"
6897,2,15.0,"LINESTRING (-8.5721684 41.174452, -8.5722192 41.1745453, -8.5723129 41.1745895, -8.57244 41.1745895, -8.572726 41.1744724, -8.5728022 41.1744114, -8.5728642 41.1743528)","[[-8.5721684, 41.174452], [-8.5722192, 41.1745453], [-8.5723129, 41.1745895], [-8.57244, 41.1745895], [-8.572726, 41.1744724], [-8.5728022, 41.1744114], [-8.5728642, 41.1743528]]"
6892,2,15.0,"LINESTRING (-8.5728642 41.1743528, -8.5729754 41.1743038, -8.5730946 41.1743251)","[[-8.5728642, 41.1743528], [-8.5729754, 41.1743038], [-8.5730946, 41.1743251]]"
6890,2,15.0,"LINESTRING (-8.5730946 41.1743251, -8.5731746 41.1743873)","[[-8.5730946, 41.1743251], [-8.5731746, 41.1743873]]"
6893,2,15.0,"LINESTRING (-8.5731746 41.1743873, -8.573281 41.1744121, -8.5733914 41.1744116)","[[-8.5731746, 41.1743873], [-8.573281, 41.1744121], [-8.5733914, 41.1744116]]"
6895,2,15.0,"LINESTRING (-8.5733914 41.1744116, -8.5734989 41.1743899, -8.5736287 41.1743275, -8.5737414 41.1742501)","[[-8.5733914, 41.1744116], [-8.5734989, 41.1743899], [-8.5736287, 41.1743275], [-8.5737414, 41.1742501]]"
6889,2,15.0,"LINESTRING (-8.5737414 41.1742501, -8.5739636 41.1742045, -8.5741606 41.1741842)","[[-8.5737414, 41.1742501], [-8.5739636, 41.1742045], [-8.5741606, 41.1741842]]"
6887,2,15.0,"LINESTRING (-8.5741606 41.1741842, -8.5745641 41.1741734, -8.5747881 41.1741818)","[[-8.5741606, 41.1741842], [-8.5745641, 41.1741734], [-8.5747881, 41.1741818]]"
6883,2,15.0,"LINESTRING (-8.5747881 41.1741818, -8.5750852 41.1742224, -8.5754384 41.1743086)","[[-8.5747881, 41.1741818], [-8.5750852, 41.1742224], [-8.5754384, 41.1743086]]"
9042,2,15.0,"LINESTRING (-8.5754384 41.1743086, -8.5760095 41.174448)","[[-8.5754384, 41.1743086], [-8.5760095, 41.174448]]"
2339,1,15.0,"LINESTRING (-8.5760095 41.174448, -8.5761497 41.1744779, -8.5764569 41.174522, -8.5776894 41.1745632, -8.5779608 41.1745614)","[[-8.5760095, 41.174448], [-8.5761497, 41.1744779], [-8.5764569, 41.174522], [-8.5776894, 41.1745632], [-8.5779608, 41.1745614]]"
2342,1,15.0,"LINESTRING (-8.5779608 41.1745614, -8.5782319 41.1745634, -8.5804243 41.1743538, -8.5809019 41.1742816)","[[-8.5779608, 41.1745614], [-8.5782319, 41.1745634], [-8.5804243, 41.1743538], [-8.5809019, 41.1742816]]"
1200,1,15.0,"LINESTRING (-8.5809019 41.1742816, -8.582797 41.1740005)","[[-8.5809019, 41.1742816], [-8.582797, 41.1740005]]"
1183,1,15.0,"LINESTRING (-8.582797 41.1740005, -8.5832348 41.1739543)","[[-8.582797, 41.1740005], [-8.5832348, 41.1739543]]"
6875,1,15.0,"LINESTRING (-8.5832348 41.1739543, -8.5834872 41.1740228)","[[-8.5832348, 41.1739543], [-8.5834872, 41.1740228]]"
1178,1,15.0,"LINESTRING (-8.5834872 41.1740228, -8.5836288 41.174063, -8.5837551 41.1740989)","[[-8.5834872, 41.1740228], [-8.5836288, 41.174063], [-8.5837551, 41.1740989]]"
3089,1,15.0,"LINESTRING (-8.5830866 41.1745918, -8.5830776 41.1746977, -8.5831091 41.1747896, -8.5832638 41.1748928)","[[-8.5830866, 41.1745918], [-8.5830776, 41.1746977], [-8.5831091, 41.1747896], [-8.5832638, 41.1748928]]"
5552,4,15.0,"LINESTRING (-8.5873801 41.1689162, -8.5875181 41.1686606, -8.5875741 41.1685552)","[[-8.5873801, 41.1689162], [-8.5875181, 41.1686606], [-8.5875741, 41.1685552]]"
820,4,15.0,"LINESTRING (-8.5875741 41.1685552, -8.58786 41.1679917)","[[-8.5875741, 41.1685552], [-8.58786, 41.1679917]]"
9204,5,15.0,"LINESTRING (-8.58786 41.1679917, -8.5878882 41.1679184, -8.5879806 41.1677107, -8.5881493 41.1673719, -8.5882846 41.167091)","[[-8.58786, 41.1679917], [-8.5878882, 41.1679184], [-8.5879806, 41.1677107], [-8.5881493, 41.1673719], [-8.5882846, 41.167091]]"
5591,6,15.0,"LINESTRING (-8.5882846 41.167091, -8.5883334 41.1669786, -8.5884827 41.1666319)","[[-8.5882846, 41.167091], [-8.5883334, 41.1669786], [-8.5884827, 41.1666319]]"
5585,6,15.0,"LINESTRING (-8.5884827 41.1666319, -8.5885776 41.1663947, -8.5886042 41.1663283, -8.5887073 41.1660707, -8.5887695 41.165919)","[[-8.5884827, 41.1666319], [-8.5885776, 41.1663947], [-8.5886042, 41.1663283], [-8.5887073, 41.1660707], [-8.5887695, 41.165919]]"
5598,5,15.0,"LINESTRING (-8.5887695 41.165919, -8.5888039 41.1658237, -8.5888566 41.1656778, -8.588892 41.1655793)","[[-8.5887695, 41.165919], [-8.5888039, 41.1658237], [-8.5888566, 41.1656778], [-8.588892, 41.1655793]]"
